ID_ALUNO,ANO_INGRESSO,INDE,PEDRA,PONTO_VIRADA,ano
262,2017.0,7.05,Ametista,Não,2022
263,2016.0,6.59,Ágata,Não,2022
264,2022.0,7.04,Ametista,Não,2022
266,2019.0,7.83,Ametista,Sim,2022
267,2018.0,7.8,Ametista,Não,2022
268,2022.0,8.0,Ametista,Sim,2022
272,2022.0,7.73,Ametista,Não,2022
273,2018.0,6.68,Ágata,Não,2022
275,2017.0,6.07,Ágata,Não,2022
276,2022.0,7.7,Ametista,Não,2022
277,2018.0,7.31,Ametista,Não,2022
279,2022.0,5.8,Quartzo,Não,2022
281,2022.0,7.42,Ametista,Não,2022
282,2021.0,8.09,Topázio,Sim,2022
283,2021.0,7.98,Ametista,Sim,2022
288,2020.0,8.11,Topázio,Não,2022
289,2022.0,7.19,Ametista,Não,2022
290,2022.0,7.18,Ametista,Não,2022
291,2022.0,6.64,Ágata,Não,2022
292,2022.0,8.68,Topázio,Sim,2022
293,2019.0,3.85,Quartzo,Não,2022
294,2021.0,8.26,Topázio,Sim,2022
295,2017.0,7.72,Ametista,Não,2022
296,2020.0,6.82,Ágata,Não,2022
298,2022.0,5.54,Quartzo,Não,2022
301,2019.0,8.19,Topázio,Não,2022
302,2022.0,7.87,Ametista,Não,2022
304,2022.0,7.46,Ametista,Sim,2022
305,2018.0,6.92,Ágata,Não,2022
307,2022.0,6.1,Ágata,Não,2022
308,2022.0,8.2,Topázio,Sim,2022
311,2021.0,7.48,Ametista,Não,2022
312,2019.0,7.28,Ametista,Não,2022
313,2020.0,7.07,Ametista,Não,2022
314,2022.0,6.41,Ágata,Não,2022
316,2022.0,5.67,Quartzo,Não,2022
317,2022.0,7.41,Ametista,Sim,2022
320,2022.0,8.23,Topázio,Não,2022
322,2022.0,6.35,Ágata,Não,2022
323,2016.0,6.32,Ágata,Não,2022
325,2022.0,3.9,Quartzo,Não,2022
326,2022.0,8.15,Topázio,Sim,2022
327,2022.0,8.54,Topázio,Sim,2022
330,2022.0,7.96,Ametista,Não,2022
331,2021.0,8.62,Topázio,Não,2022
332,2019.0,8.75,Topázio,Não,2022
333,2022.0,7.52,Ametista,Não,2022
334,2022.0,6.25,Ágata,Não,2022
336,2020.0,7.17,Ametista,Não,2022
337,2016.0,7.12,Ametista,Sim,2022
340,2018.0,5.72,Quartzo,Não,2022
342,2016.0,7.02,Ágata,Sim,2022
345,2019.0,5.72,Quartzo,Não,2022
347,2022.0,7.39,Ametista,Não,2022
348,2019.0,6.59,Ágata,Não,2022
350,2022.0,8.48,Topázio,Sim,2022
351,2022.0,8.06,Topázio,Não,2022
352,2021.0,6.61,Ágata,Não,2022
356,2022.0,6.6,Ágata,Não,2022
357,2021.0,6.36,Ágata,Não,2022
358,2022.0,6.11,Ágata,Não,2022
359,2019.0,7.93,Ametista,Não,2022
360,2022.0,5.94,Quartzo,Não,2022
362,2022.0,7.99,Ametista,Não,2022
363,2021.0,7.42,Ametista,Não,2022
364,2019.0,6.31,Ágata,Não,2022
365,2017.0,5.95,Quartzo,Não,2022
366,2022.0,5.56,Quartzo,Não,2022
369,2022.0,6.49,Ágata,Não,2022
370,2019.0,7.69,Ametista,Sim,2022
373,2017.0,5.71,Quartzo,Não,2022
375,2016.0,8.16,Topázio,Sim,2022
377,2017.0,6.94,Ágata,Não,2022
378,2016.0,7.43,Ametista,Não,2022
381,2019.0,6.95,Ágata,Não,2022
386,2022.0,6.66,Ágata,Não,2022
387,2018.0,5.16,Quartzo,Não,2022
388,2018.0,6.45,Ágata,Não,2022
391,2022.0,8.06,Ametista,Sim,2022
392,2022.0,7.23,Ametista,Não,2022
394,2016.0,7.06,Ametista,Não,2022
395,2020.0,5.06,Quartzo,Não,2022
396,2019.0,6.24,Ágata,Não,2022
398,2022.0,6.93,Ágata,Não,2022
402,2022.0,7.1,Ametista,Não,2022
403,2021.0,5.6,Quartzo,Não,2022
404,2016.0,8.94,Topázio,Sim,2022
405,2021.0,7.01,Ágata,Não,2022
406,2018.0,7.81,Ametista,Não,2022
407,2018.0,8.92,Topázio,Sim,2022
409,2022.0,6.38,Ágata,Não,2022
410,2022.0,5.2,Quartzo,Não,2022
411,2022.0,7.41,Ametista,Não,2022
412,2022.0,7.74,Ametista,Não,2022
413,2022.0,6.83,Ágata,Não,2022
415,2022.0,6.32,Ágata,Não,2022
416,2018.0,7.02,Ágata,Não,2022
417,2022.0,7.48,Ametista,Não,2022
418,2022.0,6.71,Ágata,Não,2022
419,2022.0,7.05,Ametista,Não,2022
420,2022.0,8.2,Topázio,Sim,2022
421,2018.0,5.58,Quartzo,Não,2022
422,2021.0,7.63,Ametista,Não,2022
424,2017.0,6.78,Ágata,Não,2022
425,2019.0,6.48,Ágata,Não,2022
427,2022.0,8.57,Topázio,Não,2022
428,2022.0,7.59,Ametista,Não,2022
429,2022.0,6.85,Ágata,Não,2022
430,2022.0,7.05,Ametista,Não,2022
432,2020.0,4.95,Quartzo,Não,2022
433,2022.0,8.26,Topázio,Sim,2022
434,2022.0,7.89,Ametista,Sim,2022
436,2021.0,6.29,Ágata,Não,2022
437,2018.0,7.7,Ametista,Não,2022
438,2021.0,5.85,Quartzo,Não,2022
441,2019.0,6.8,Ágata,Não,2022
444,2021.0,7.28,Ametista,Não,2022
446,2022.0,7.68,Ametista,Não,2022
447,2019.0,7.3,Ametista,Não,2022
448,2019.0,7.48,Ametista,Sim,2022
449,2019.0,7.69,Ametista,Não,2022
450,2019.0,4.33,Quartzo,Não,2022
452,2021.0,7.0,Ágata,Não,2022
454,2022.0,7.64,Ametista,Sim,2022
455,2019.0,8.4,Topázio,Não,2022
456,2022.0,7.87,Ametista,Não,2022
461,2022.0,7.86,Ametista,Sim,2022
463,2017.0,7.67,Ametista,Não,2022
465,2021.0,7.85,Ametista,Sim,2022
469,2016.0,7.5,Ametista,Não,2022
470,2022.0,7.66,Ametista,Sim,2022
471,2022.0,7.04,Ametista,Não,2022
474,2019.0,6.64,Ágata,Não,2022
475,2022.0,4.27,Quartzo,Não,2022
477,2019.0,6.34,Ágata,Não,2022
479,2022.0,4.99,Quartzo,Não,2022
480,2022.0,6.33,Ágata,Não,2022
481,2022.0,7.5,Ametista,Não,2022
482,2016.0,8.47,Topázio,Sim,2022
483,2018.0,8.67,Topázio,Sim,2022
486,2019.0,4.5,Quartzo,Não,2022
489,2022.0,7.48,Ametista,Não,2022
490,2016.0,6.85,Ágata,Não,2022
491,2022.0,7.18,Ametista,Não,2022
493,2022.0,6.38,Ágata,Não,2022
496,2018.0,7.86,Ametista,Não,2022
497,2021.0,7.04,Ametista,Não,2022
498,2021.0,5.67,Quartzo,Não,2022
499,2017.0,7.88,Ametista,Sim,2022
501,2022.0,7.34,Ametista,Não,2022
502,2018.0,7.36,Ametista,Não,2022
503,2020.0,7.83,Ametista,Não,2022
504,2022.0,6.72,Ágata,Não,2022
505,2022.0,7.89,Ametista,Não,2022
507,2016.0,6.74,Ágata,Não,2022
508,2022.0,7.77,Ametista,Não,2022
510,2022.0,7.59,Ametista,Sim,2022
513,2020.0,8.22,Topázio,Sim,2022
514,2022.0,6.06,Ágata,Não,2022
516,2022.0,7.14,Ametista,Não,2022
519,2022.0,8.33,Topázio,Não,2022
520,2018.0,8.32,Topázio,Não,2022
521,2018.0,6.95,Ágata,Não,2022
522,2018.0,5.86,Quartzo,Não,2022
524,2020.0,8.26,Topázio,Sim,2022
525,2022.0,8.07,Topázio,Não,2022
527,2017.0,6.82,Ágata,Não,2022
528,2022.0,5.92,Quartzo,Não,2022
529,2021.0,7.76,Ametista,Não,2022
532,2022.0,6.34,Ágata,Não,2022
536,2021.0,6.64,Ágata,Não,2022
537,2021.0,6.1,Ágata,Não,2022
539,2022.0,6.81,Ágata,Não,2022
541,2019.0,6.72,Ágata,Não,2022
543,2022.0,8.14,Topázio,Não,2022
544,2019.0,6.53,Ágata,Não,2022
546,2018.0,4.79,Quartzo,Não,2022
548,2021.0,8.31,Topázio,Não,2022
551,2022.0,8.65,Topázio,Sim,2022
553,2022.0,7.09,Ametista,Não,2022
554,2022.0,7.84,Ametista,Não,2022
556,2022.0,6.98,Ágata,Não,2022
557,2018.0,5.68,Quartzo,Não,2022
558,2022.0,5.42,Quartzo,Não,2022
560,2019.0,5.26,Quartzo,Não,2022
561,2019.0,5.99,Quartzo,Não,2022
562,2019.0,7.95,Ametista,Não,2022
563,2021.0,7.04,Ametista,Não,2022
565,2021.0,7.59,Ametista,Não,2022
566,2021.0,7.61,Ametista,Não,2022
569,2020.0,8.23,Topázio,Não,2022
573,2022.0,7.51,Ametista,Sim,2022
574,2019.0,8.11,Topázio,Sim,2022
575,2022.0,7.03,Ágata,Não,2022
576,2022.0,6.98,Ágata,Não,2022
578,2021.0,7.44,Ametista,Não,2022
579,2017.0,7.56,Ametista,Não,2022
580,2022.0,7.59,Ametista,Não,2022
582,2022.0,7.28,Ametista,Não,2022
583,2019.0,5.49,Quartzo,Não,2022
585,2018.0,5.52,Quartzo,Não,2022
586,2020.0,7.45,Ametista,Não,2022
587,2022.0,6.43,Ágata,Não,2022
588,2019.0,7.3,Ametista,Não,2022
590,2022.0,7.74,Ametista,Não,2022
591,2022.0,8.15,Topázio,Não,2022
592,2022.0,3.7,Quartzo,Não,2022
593,2022.0,6.31,Ágata,Não,2022
594,2020.0,8.12,Topázio,Sim,2022
595,2021.0,7.71,Ametista,Não,2022
600,2022.0,6.74,Ágata,Não,2022
602,2019.0,4.97,Quartzo,Não,2022
603,2018.0,5.56,Quartzo,Não,2022
607,2022.0,6.32,Ágata,Não,2022
608,2017.0,6.58,Ágata,Não,2022
610,2021.0,5.54,Quartzo,Não,2022
612,2022.0,5.43,Quartzo,Não,2022
613,2018.0,6.66,Ágata,Não,2022
615,2019.0,8.34,Topázio,Sim,2022
617,2021.0,7.79,Ametista,Não,2022
621,2022.0,6.63,Ágata,Não,2022
622,2018.0,4.28,Quartzo,Não,2022
623,2022.0,7.45,Ametista,Não,2022
624,2019.0,3.74,Quartzo,Não,2022
628,2021.0,8.17,Topázio,Sim,2022
632,2021.0,5.82,Quartzo,Não,2022
633,2022.0,6.86,Ágata,Não,2022
634,2018.0,5.25,Quartzo,Não,2022
637,2022.0,6.92,Ágata,Não,2022
638,2019.0,4.31,Quartzo,Não,2022
641,2022.0,6.31,Ágata,Não,2022
642,2019.0,6.95,Ágata,Não,2022
643,2022.0,8.06,Topázio,Não,2022
644,2018.0,8.44,Topázio,Sim,2022
645,2020.0,4.74,Quartzo,Não,2022
647,2018.0,7.37,Ametista,Não,2022
649,2022.0,7.9,Ametista,Sim,2022
650,2022.0,6.92,Ágata,Não,2022
651,2022.0,5.23,Quartzo,Não,2022
652,2022.0,6.08,Ágata,Não,2022
654,2022.0,6.88,Ágata,Não,2022
656,2022.0,8.51,Topázio,Sim,2022
657,2019.0,8.62,Topázio,Sim,2022
658,2021.0,5.99,Quartzo,Não,2022
662,2022.0,8.1,Topázio,Não,2022
663,2018.0,5.38,Quartzo,Não,2022
664,2019.0,8.84,Topázio,Sim,2022
665,2022.0,7.54,Ametista,Não,2022
667,2022.0,6.1,Ágata,Não,2022
668,2020.0,6.66,Ágata,Não,2022
669,2022.0,6.03,Ágata,Não,2022
673,2022.0,7.79,Ametista,Não,2022
674,2022.0,6.55,Ágata,Não,2022
679,2022.0,7.28,Ametista,Não,2022
681,2018.0,6.67,Ágata,Não,2022
686,2018.0,6.85,Ágata,Não,2022
687,2021.0,6.33,Ágata,Não,2022
689,2017.0,8.02,Ametista,Não,2022
690,2021.0,7.4,Ametista,Não,2022
692,2022.0,7.19,Ametista,Sim,2022
693,2020.0,7.43,Ametista,Não,2022
694,2021.0,7.43,Ametista,Sim,2022
695,2020.0,7.62,Ametista,Não,2022
697,2022.0,4.1,Quartzo,Não,2022
700,2019.0,6.1,Ágata,Não,2022
701,2022.0,6.33,Ágata,Não,2022
703,2019.0,6.82,Ágata,Não,2022
705,2022.0,6.47,Ágata,Não,2022
706,2019.0,6.71,Ágata,Não,2022
707,2019.0,5.94,Quartzo,Não,2022
708,2019.0,5.89,Quartzo,Não,2022
709,2021.0,7.51,Ametista,Não,2022
710,2018.0,8.12,Topázio,Sim,2022
711,2022.0,5.56,Quartzo,Não,2022
715,2022.0,7.0,Ágata,Não,2022
721,2019.0,4.56,Quartzo,Não,2022
722,2021.0,8.34,Topázio,Não,2022
723,2022.0,4.44,Quartzo,Não,2022
727,2022.0,5.7,Quartzo,Não,2022
728,2022.0,7.62,Ametista,Não,2022
729,2021.0,7.24,Ametista,Não,2022
732,2018.0,7.37,Ametista,Não,2022
734,2022.0,7.3,Ametista,Não,2022
735,2022.0,6.82,Ágata,Não,2022
737,2019.0,7.38,Ametista,Não,2022
738,2018.0,7.01,Ágata,Não,2022
739,2016.0,7.97,Ametista,Sim,2022
741,2021.0,7.54,Ametista,Sim,2022
742,2021.0,7.41,Ametista,Não,2022
743,2020.0,7.38,Ametista,Não,2022
746,2018.0,8.51,Topázio,Sim,2022
747,2019.0,7.59,Ametista,Não,2022
751,2022.0,7.59,Ametista,Não,2022
752,2022.0,7.22,Ametista,Não,2022
753,2019.0,5.06,Quartzo,Não,2022
754,2022.0,6.6,Ágata,Não,2022
755,2017.0,7.47,Ametista,Não,2022
757,2017.0,6.2,Ágata,Não,2022
759,2022.0,8.0,Ametista,Não,2022
760,2020.0,7.06,Ametista,Não,2022
761,2022.0,7.23,Ametista,Não,2022
762,2022.0,6.62,Ágata,Não,2022
763,2021.0,8.01,Ametista,Não,2022
764,2022.0,6.9,Ágata,Não,2022
765,2022.0,8.49,Topázio,Sim,2022
766,2020.0,4.95,Quartzo,Não,2022
768,2017.0,7.08,Ametista,Não,2022
770,2021.0,8.46,Topázio,Sim,2022
771,2022.0,6.52,Ágata,Não,2022
772,2022.0,7.23,Ametista,Não,2022
773,2016.0,8.66,Topázio,Sim,2022
774,2022.0,8.64,Topázio,Sim,2022
778,2022.0,6.82,Ágata,Não,2022
781,2020.0,6.24,Ágata,Não,2022
783,2020.0,6.54,Ágata,Não,2022
784,2021.0,8.22,Topázio,Não,2022
787,2022.0,6.67,Ágata,Não,2022
788,2022.0,6.05,Ágata,Não,2022
790,2019.0,8.4,Topázio,Não,2022
791,2022.0,8.0,Ametista,Não,2022
792,2017.0,5.55,Quartzo,Não,2022
794,2017.0,7.3,Ametista,Não,2022
796,2018.0,6.26,Ágata,Não,2022
798,2021.0,6.49,Ágata,Não,2022
799,2022.0,7.9,Ametista,Sim,2022
800,2022.0,7.86,Ametista,Não,2022
801,2022.0,6.95,Ágata,Não,2022
802,2021.0,8.29,Topázio,Não,2022
804,2022.0,7.37,Ametista,Não,2022
805,2021.0,6.61,Ágata,Não,2022
806,2022.0,7.41,Ametista,Não,2022
807,2019.0,8.81,Topázio,Sim,2022
808,2022.0,6.64,Ágata,Não,2022
810,2022.0,5.93,Quartzo,Não,2022
811,2018.0,6.97,Ágata,Não,2022
812,2021.0,7.68,Ametista,Não,2022
814,2019.0,6.32,Ágata,Não,2022
815,2022.0,6.58,Ágata,Não,2022
816,2022.0,7.56,Ametista,Não,2022
817,2019.0,7.28,Ametista,Não,2022
818,2021.0,7.83,Ametista,Não,2022
819,2022.0,6.9,Ágata,Não,2022
820,2017.0,7.3,Ametista,Não,2022
822,2021.0,8.23,Topázio,Não,2022
823,2018.0,7.91,Ametista,Não,2022
824,2019.0,5.91,Quartzo,Não,2022
825,2018.0,5.71,Quartzo,Não,2022
828,2016.0,6.26,Ágata,Não,2022
829,2017.0,7.12,Ametista,Não,2022
830,2017.0,8.14,Topázio,Não,2022
831,2019.0,6.45,Ágata,Não,2022
832,2022.0,8.62,Topázio,Sim,2022
834,2021.0,6.61,Ágata,Não,2022
835,2016.0,5.66,Quartzo,Não,2022
836,2022.0,6.89,Ágata,Não,2022
839,2022.0,8.08,Topázio,Não,2022
840,2019.0,7.15,Ametista,Não,2022
841,2022.0,6.84,Ágata,Não,2022
843,2021.0,5.78,Quartzo,Não,2022
844,2022.0,7.31,Ametista,Não,2022
847,2022.0,7.86,Ametista,Não,2022
848,2019.0,6.03,Ágata,Não,2022
850,2016.0,7.39,Ametista,Não,2022
851,2019.0,8.04,Ametista,Não,2022
852,2022.0,7.35,Ametista,Não,2022
853,2022.0,7.93,Ametista,Sim,2022
854,2022.0,7.4,Ametista,Não,2022
855,2020.0,6.36,Ágata,Não,2022
856,2022.0,7.64,Ametista,Não,2022
857,2022.0,7.78,Ametista,Não,2022
858,2019.0,6.69,Ágata,Não,2022
859,2022.0,7.73,Ametista,Não,2022
861,2020.0,6.96,Ágata,Não,2022
862,2019.0,7.79,Ametista,Sim,2022
863,2022.0,8.68,Topázio,Não,2022
864,2022.0,7.68,Ametista,Não,2022
865,2021.0,6.25,Ágata,Não,2022
866,2019.0,8.42,Topázio,Sim,2022
868,2021.0,7.57,Ametista,Não,2022
869,2022.0,6.73,Ágata,Não,2022
870,2022.0,8.43,Topázio,Sim,2022
872,2017.0,5.53,Quartzo,Não,2022
876,2022.0,7.41,Ametista,Não,2022
877,2019.0,6.06,Ágata,Não,2022
879,2022.0,6.63,Ágata,Não,2022
881,2022.0,8.06,Ametista,Não,2022
882,2022.0,7.58,Ametista,Não,2022
883,2022.0,7.79,Ametista,Não,2022
884,2021.0,5.54,Quartzo,Não,2022
885,2021.0,8.02,Ametista,Não,2022
886,2020.0,8.09,Topázio,Não,2022
887,2022.0,5.85,Quartzo,Não,2022
889,2019.0,7.83,Ametista,Não,2022
891,2022.0,8.03,Ametista,Não,2022
893,2022.0,5.61,Quartzo,Não,2022
895,2022.0,7.94,Ametista,Não,2022
896,2022.0,7.2,Ametista,Não,2022
900,2021.0,7.08,Ametista,Não,2022
901,2022.0,6.07,Ágata,Não,2022
902,2019.0,7.52,Ametista,Não,2022
903,2020.0,8.18,Topázio,Não,2022
905,2021.0,7.66,Ametista,Sim,2022
909,2019.0,6.65,Ágata,Não,2022
910,2016.0,5.32,Quartzo,Não,2022
911,2019.0,5.55,Quartzo,Não,2022
913,2022.0,7.03,Ágata,Não,2022
914,2021.0,6.94,Ágata,Não,2022
915,2022.0,6.6,Ágata,Não,2022
916,2017.0,9.35,Topázio,Sim,2022
918,2022.0,7.62,Ametista,Não,2022
919,2020.0,4.83,Quartzo,Não,2022
920,2018.0,7.04,Ametista,Não,2022
921,2022.0,4.93,Quartzo,Não,2022
922,2019.0,7.19,Ametista,Não,2022
923,2020.0,7.68,Ametista,Não,2022
924,2022.0,7.41,Ametista,Não,2022
925,2022.0,7.82,Ametista,Não,2022
926,2018.0,5.15,Quartzo,Não,2022
927,2020.0,6.65,Ágata,Não,2022
930,2019.0,8.97,Topázio,Sim,2022
931,2019.0,6.39,Ágata,Não,2022
932,2017.0,5.2,Quartzo,Não,2022
933,2022.0,5.68,Quartzo,Não,2022
934,2022.0,7.67,Ametista,Não,2022
936,2022.0,6.98,Ágata,Não,2022
937,2018.0,6.93,Ágata,Não,2022
939,2021.0,6.75,Ágata,Não,2022
941,2022.0,6.33,Ágata,Não,2022
944,2017.0,4.18,Quartzo,Não,2022
945,2021.0,8.51,Topázio,Sim,2022
946,2021.0,7.41,Ametista,Não,2022
947,2021.0,5.84,Quartzo,Não,2022
948,2018.0,6.29,Ágata,Não,2022
949,2022.0,7.84,Ametista,Não,2022
952,2022.0,7.97,Ametista,Não,2022
954,2022.0,7.1,Ametista,Não,2022
955,2022.0,8.11,Topázio,Não,2022
957,2019.0,7.36,Ametista,Sim,2022
958,2018.0,6.68,Ágata,Não,2022
959,2021.0,8.09,Topázio,Não,2022
960,2022.0,6.67,Ágata,Não,2022
961,2019.0,7.46,Ametista,Não,2022
963,2021.0,7.28,Ametista,Não,2022
964,2021.0,7.72,Ametista,Não,2022
967,2021.0,6.99,Ágata,Não,2022
969,2021.0,8.72,Topázio,Sim,2022
971,2022.0,7.48,Ametista,Não,2022
974,2022.0,6.98,Ágata,Não,2022
975,2022.0,8.18,Topázio,Sim,2022
976,2022.0,6.8,Ágata,Não,2022
978,2022.0,7.2,Ametista,Não,2022
979,2022.0,4.37,Quartzo,Não,2022
980,2022.0,7.58,Ametista,Não,2022
981,2022.0,6.85,Ágata,Não,2022
982,2022.0,6.97,Ágata,Não,2022
983,2018.0,7.74,Ametista,Não,2022
984,2017.0,5.59,Quartzo,Não,2022
985,2022.0,6.13,Ágata,Não,2022
988,2022.0,7.39,Ametista,Não,2022
989,2020.0,6.9,Ágata,Não,2022
990,2022.0,6.75,Ágata,Não,2022
991,2019.0,6.93,Ágata,Não,2022
993,2018.0,6.85,Ágata,Não,2022
994,2019.0,7.44,Ametista,Não,2022
995,2019.0,7.22,Ametista,Não,2022
996,2018.0,7.07,Ametista,Não,2022
997,2019.0,7.96,Ametista,Sim,2022
998,2022.0,7.74,Ametista,Não,2022
1000,2022.0,6.69,Ágata,Não,2022
1001,2021.0,7.38,Ametista,Não,2022
1002,2020.0,7.56,Ametista,Não,2022
1004,2020.0,8.18,Topázio,Não,2022
1005,2022.0,7.05,Ametista,Não,2022
1008,2022.0,7.26,Ametista,Não,2022
1009,2021.0,7.44,Ametista,Não,2022
1010,2019.0,7.26,Ametista,Não,2022
1011,2022.0,7.79,Ametista,Não,2022
1014,2019.0,7.3,Ametista,Não,2022
1015,2018.0,8.67,Topázio,Sim,2022
1017,2018.0,7.96,Ametista,Não,2022
1022,2020.0,7.53,Ametista,Não,2022
1023,2021.0,6.83,Ágata,Não,2022
1025,2022.0,8.09,Topázio,Não,2022
1026,2021.0,5.67,Quartzo,Não,2022
1028,2019.0,6.94,Ágata,Não,2022
1029,2019.0,7.93,Ametista,Não,2022
1030,2022.0,6.87,Ágata,Não,2022
1031,2020.0,7.95,Ametista,Não,2022
1033,2022.0,8.24,Topázio,Não,2022
1034,2019.0,7.5,Ametista,Não,2022
1037,2022.0,8.12,Topázio,Não,2022
1038,2021.0,7.53,Ametista,Não,2022
1039,2022.0,7.63,Ametista,Não,2022
1040,2022.0,7.27,Ametista,Não,2022
1042,2022.0,6.89,Ágata,Não,2022
1044,2021.0,7.28,Ametista,Não,2022
1045,2022.0,7.9,Ametista,Não,2022
1048,2022.0,7.04,Ametista,Não,2022
1049,2021.0,7.11,Ametista,Não,2022
1050,2021.0,7.79,Ametista,Não,2022
1051,2019.0,6.76,Ágata,Não,2022
1052,2022.0,8.11,Topázio,Não,2022
1053,2022.0,7.89,Ametista,Não,2022
1054,2022.0,7.78,Ametista,Não,2022
1055,2021.0,7.46,Ametista,Não,2022
1057,2021.0,6.43,Ágata,Não,2022
1058,2022.0,7.76,Ametista,Não,2022
1059,2022.0,4.84,Quartzo,Não,2022
1060,2022.0,7.21,Ametista,Não,2022
1062,2022.0,6.24,Ágata,Não,2022
1063,2021.0,5.55,Quartzo,Não,2022
1065,2021.0,7.51,Ametista,Não,2022
1066,2021.0,7.21,Ametista,Não,2022
1067,2018.0,7.68,Ametista,Não,2022
1068,2021.0,4.29,Quartzo,Não,2022
1069,2022.0,6.86,Ágata,Não,2022
1070,2019.0,5.95,Quartzo,Não,2022
1071,2021.0,5.75,Quartzo,Não,2022
1072,2020.0,5.37,Quartzo,Não,2022
1073,2021.0,5.33,Quartzo,Não,2022
1074,2022.0,6.58,Ágata,Não,2022
1075,2016.0,7.57,Ametista,Sim,2022
1076,2022.0,6.12,Ágata,Não,2022
1078,2019.0,6.51,Ágata,Não,2022
1080,2022.0,5.41,Quartzo,Não,2022
1082,2022.0,6.96,Ágata,Não,2022
1084,2019.0,6.46,Ágata,Não,2022
1085,2019.0,6.16,Ágata,Não,2022
1090,2018.0,5.18,Quartzo,Não,2022
1091,2022.0,5.52,Quartzo,Não,2022
1093,2016.0,6.9,Ágata,Não,2022
1095,2019.0,8.9,Topázio,Não,2022
1097,2017.0,8.15,Topázio,Não,2022
1098,2021.0,7.91,Ametista,Não,2022
1099,2021.0,7.3,Ametista,Não,2022
1101,2022.0,6.44,Ágata,Não,2022
1102,2022.0,4.24,Quartzo,Não,2022
1103,2016.0,6.01,Ágata,Não,2022
1104,2021.0,7.13,Ametista,Não,2022
1105,2016.0,6.79,Ágata,Não,2022
1106,2022.0,6.56,Ágata,Não,2022
1107,2021.0,5.31,Quartzo,Não,2022
1108,2022.0,7.49,Ametista,Não,2022
1109,2022.0,7.2,Ametista,Não,2022
1110,2019.0,6.61,Ágata,Não,2022
1111,2022.0,7.87,Ametista,Não,2022
1113,2022.0,7.54,Ametista,Não,2022
1116,2022.0,7.58,Ametista,Sim,2022
1117,2021.0,6.73,Ágata,Não,2022
1118,2022.0,7.1,Ametista,Não,2022
1120,2022.0,8.06,Topázio,Não,2022
1121,2022.0,7.48,Ametista,Não,2022
1122,2021.0,8.71,Topázio,Sim,2022
1123,2019.0,7.82,Ametista,Sim,2022
1124,2021.0,7.5,Ametista,Sim,2022
1125,2022.0,6.31,Ágata,Não,2022
1126,2021.0,4.79,Quartzo,Não,2022
1127,2018.0,7.63,Ametista,Não,2022
1128,2018.0,8.28,Topázio,Sim,2022
1130,2019.0,8.82,Topázio,Não,2022
1135,2022.0,7.37,Ametista,Não,2022
1136,2019.0,7.37,Ametista,Não,2022
1138,2022.0,8.28,Topázio,Não,2022
1141,2019.0,5.6,Quartzo,Não,2022
1144,2022.0,6.92,Ágata,Não,2022
1150,2018.0,7.18,Ametista,Não,2022
1151,2021.0,6.8,Ágata,Não,2022
1152,2022.0,8.14,Topázio,Não,2022
1153,2022.0,6.05,Ágata,Não,2022
1154,2022.0,7.22,Ametista,Não,2022
1155,2021.0,7.97,Ametista,Não,2022
1156,2019.0,5.56,Quartzo,Não,2022
1159,2019.0,7.88,Ametista,Sim,2022
1161,2018.0,6.78,Ágata,Não,2022
1162,2022.0,7.3,Ametista,Não,2022
1163,2022.0,6.94,Ágata,Não,2022
1165,2019.0,6.93,Ágata,Não,2022
1167,2019.0,7.18,Ametista,Não,2022
1168,2020.0,7.18,Ametista,Não,2022
1169,2022.0,7.5,Ametista,Não,2022
1170,2019.0,6.28,Ágata,Não,2022
1171,2019.0,8.64,Topázio,Sim,2022
1174,2019.0,4.95,Quartzo,Não,2022
1176,2017.0,8.52,Topázio,Sim,2022
1177,2022.0,7.06,Ametista,Não,2022
1179,2022.0,6.65,Ágata,Não,2022
1180,2022.0,6.14,Ágata,Não,2022
1181,2019.0,7.46,Ametista,Não,2022
1182,2021.0,7.89,Ametista,Não,2022
1184,2022.0,7.48,Ametista,Não,2022
1185,2022.0,7.46,Ametista,Não,2022
1186,2022.0,4.73,Quartzo,Não,2022
1190,2019.0,6.93,Ágata,Não,2022
1191,2017.0,8.18,Topázio,Não,2022
1192,2022.0,6.73,Ágata,Não,2022
1194,2022.0,7.68,Ametista,Não,2022
1195,2020.0,8.65,Topázio,Sim,2022
1199,2021.0,7.65,Ametista,Não,2022
1202,2022.0,7.45,Ametista,Não,2022
1203,2022.0,8.15,Topázio,Não,2022
1204,2021.0,7.75,Ametista,Não,2022
1206,2021.0,8.07,Topázio,Não,2022
1207,2022.0,7.94,Ametista,Não,2022
1208,2022.0,8.26,Topázio,Sim,2022
1209,2022.0,7.33,Ametista,Não,2022
1210,2021.0,7.25,Ametista,Não,2022
1211,2021.0,6.58,Ágata,Não,2022
1213,2022.0,7.34,Ametista,Não,2022
1214,2021.0,7.69,Ametista,Não,2022
1215,2019.0,7.91,Ametista,Não,2022
1217,2016.0,7.84,Ametista,Sim,2022
1219,2017.0,8.01,Ametista,Sim,2022
1220,2022.0,5.27,Quartzo,Não,2022
1221,2021.0,8.05,Ametista,Não,2022
1223,2019.0,6.81,Ágata,Não,2022
1224,2022.0,6.78,Ágata,Não,2022
1226,2019.0,6.62,Ágata,Não,2022
1227,2022.0,6.3,Ágata,Não,2022
1230,2017.0,8.06,Topázio,Não,2022
