ID_ALUNO;ANO_INGRESSO;IE_2020;FASE_2020;PEDRA_2020;INDE_2020;IAA_2020;IEG_2020;DESTAQUE_IEG_2020;IDA_2020;DESTAQUE_IDA_2020;IPV_2020;DESTAQUE_IPV_2020;IPP_2020;IPS_2020;IAN_2020;PONTO_VIRADA_2020;IE_2021;FASE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;IPV_2021;IAN_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;BOLSISTA_2022;FASE_2022;PEDRA_2022;INDE_2022;IAA_2022;IEG_2022;DESTAQUE_IEG_2022;IDA_2022;DESTAQUE_IDA_2022;IPV_2022;DESTAQUE_IPV_2022;IPS_2022;IPP_2022;IAN_2022;CG_2022;CF_2022;CT_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;REC_EQUIPE_1_2022;REC_EQUIPE_2_2022;REC_EQUIPE_3_2022;REC_EQUIPE_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;NIVEL_IDEAL_2022
46;2020;Escola Pública;0C;Ágata;6.97;9.5;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.58;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;7.5;10;Não;Escola Pública;0.0;Topázio;8.47;8.5;10.0;7.5;6.9;8.1;8.4;10.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;ALFA  (2o e 3o ano);0.0;Não;1.0;Ametista;7.4;8.5;9.08;Destaque: A sua boa entrega das lições de casa.;5.0;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.89;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.04;10.0;362.0;94.0;7.0;3.7;6.3;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 1 (4º ano)
47;2021;;;;;;;;;;;;;;;;Escola Pública;1.0;Ágata;6.06;8.5;6.3;7.5;4.0;7.5;5.8;5.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;1.0;Ametista;7.65;8.5;1.0;Destaque: A sua boa entrega das lições de casa.;7.42;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.22;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.25;5.0;254.0;66.0;4.0;7.3;7.5;;3.0;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;Fase 2 (5º e 6º ano)
48;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;5.0;Quartzo;3.91;5.42;3.8;Melhorar: Melhorar a sua entrega de lições de casa.;0.0;Melhorar: Empenhar-se mais nas aulas e avaliações.;4.63;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.25;5.63;5.0;855.0;59.0;4.0;0.0;0.0;;4.0;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;Fase 6 (2º EM)
49;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Topázio;8.34;9.5;1.0;Destaque: A sua boa entrega das lições de casa.;8.17;Destaque: As suas boas notas na Passos Mágicos.;9.25;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.56;5.0;54.0;14.0;1.0;7.8;8.5;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Sim;Fase 1 (4º ano)
50;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;3.0;Quartzo;4.97;0.0;4.63;Melhorar: Melhorar a sua entrega de lições de casa.;3.06;Melhorar: Empenhar-se mais nas aulas e avaliações.;5.58;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.63;10.0;823.0;128.0;12.0;4.3;4.7;0.2;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;Fase 3 (7º e 8º ano)
51;2019;Escola Pública;0D;Topázio;8.96;9.5;9.8;Seu destaque em 2020: A sua boa entrega das lições de casa.;1.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.42;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.13;7.5;10;Não;Escola Pública;1.0;Ametista;8.05;9.0;9.2;7.5;5.4;7.7;8.6;10.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 1 (4o ano);0.0;Não;1.0;Ágata;6.95;9.0;9.2;Destaque: A sua boa entrega das lições de casa.;5.08;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.92;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.63;5.0;504.0;131.0;6.0;4.7;5.5;;2.0;Mantido na Fase atual;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
52;2018;Escola Pública;2F;Ametista;8.18;1.0;8.6;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.22;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.92;6.25;10;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;2016;Einstein;5X;Topázio;8.7;9.17;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.2;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;0.0;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;7.5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;;;;;;;;;;;;;;;;;Escola Pública;3.0;Ágata;6.39;7.5;5.8;7.5;4.1;7.3;5.8;10.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;2017;Rede Decisão/União;6C;Ágata;6.88;0.0;9.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.33;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.67;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.28;7.5;5;Sim;Rede Decisão;7.0;Ametista;8.22;9.6;8.9;8.1;7.6;8.1;9.2;5.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Sim;Nível 8 (Universitários);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;2021;;;;;;;;;;;;;;;;Escola Pública;6.0;Ágata;6.78;8.8;7.5;5.6;5.5;7.8;7.2;5.0;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;Nível 7 (3o EM);-1.0;Não;7.0;Quartzo;3.04;0.0;3.6;Melhorar: Melhorar a sua entrega de lições de casa.;4.44;Melhorar: Empenhar-se mais nas aulas e avaliações.;4.5;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.0;3.28;5.0;861.0;23.0;15.0;0.5;0.8;0.0;4.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;Fase 8 (Universitários)
57;2018;Rede Decisão/União;6B;Ametista;7.31;8.33;7.1;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;5.83;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.58;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;10;Não;Rede Decisão;7.0;Ametista;7.21;8.3;6.9;6.3;6.0;7.7;7.0;10.0;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;Nível 7 (3o EM);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;3.0;Ametista;7.31;7.92;7.99;Destaque: A sua boa entrega das lições de casa.;6.89;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.37;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;8.13;5.0;386.0;45.0;2.0;5.3;7.7;7.7;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;Fase 4 (9º ano)
59;2020;Escola Pública;3E;Ágata;6.56;8.75;3.6;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;6.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.44;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.29;7.5;10;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;2016;Rede Decisão/União;5F;Ametista;7.68;7.5;9.7;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.67;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.12;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.44;6.88;5;Não;Rede Decisão;6.0;Ametista;6.96;7.9;7.5;6.9;6.1;7.2;7.7;5.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;Nível 8 (Universitários);-2.0;Não;7.0;Quartzo;5.78;8.33;4.13;Melhorar: Melhorar a sua entrega de lições de casa.;4.04;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.28;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.63;7.97;5.0;753.0;18.0;10.0;2.7;3.5;6.0;4.0;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Sim;Não;Fase 8 (Universitários)
61;2020;Escola Pública;1N;Quartzo;5.6;9.0;6.5;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.33;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.88;7.5;5;Não;Escola Pública;1.0;Quartzo;3.02;0.0;1.3;5.6;0.0;6.9;5.1;5.0;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;2.0;Ágata;6.41;1.0;7.79;Destaque: A sua boa entrega das lições de casa.;2.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.39;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.25;5.0;658.0;119.0;11.0;2.0;3.0;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
62;2020;Escola Pública;2L;Ágata;6.33;7.92;6.9;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;3.5;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.5;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.08;7.5;5;Não;Escola Pública;2.0;Ágata;5.7;8.5;4.6;7.5;3.1;8.1;6.2;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ágata;6.68;9.5;8.54;Destaque: A sua boa entrega das lições de casa.;5.08;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.92;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.63;5.63;5.0;594.0;163.0;13.0;6.0;4.2;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 1 (4º ano)
64;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;3.0;Quartzo;4.66;8.75;3.61;Melhorar: Melhorar a sua entrega de lições de casa.;2.83;Melhorar: Empenhar-se mais nas aulas e avaliações.;3.83;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;4.84;5.0;839.0;137.0;16.0;5.7;2.7;0.2;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;Fase 5 (1º EM)
65;2021;;;;;;;;;;;;;;;;Escola Pública;0.0;Topázio;8.44;10.0;10.0;7.5;6.9;8.1;10.0;5.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não avaliado;Não avaliado;Sim;Nível 1 (4o ano);-1.0;Sim;1.0;Ametista;7.99;1.0;9.56;Destaque: A sua boa entrega das lições de casa.;8.17;Destaque: As suas boas notas na Passos Mágicos.;8.78;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.63;6.25;5.0;146.0;37.0;3.0;8.2;8.2;;3.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;;Não;Sim;Fase 2 (5º e 6º ano)
66;2021;;;;;;;;;;;;;;;;Escola Pública;2.0;Ágata;6.88;8.0;6.3;7.5;5.9;8.5;7.7;5.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;Não;3.0;Ametista;7.17;6.67;5.78;Melhorar: Melhorar a sua entrega de lições de casa.;7.78;Destaque: As suas boas notas na Passos Mágicos.;6.54;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.34;10.0;442.0;53.0;3.0;5.7;7.7;10.0;4.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;Fase 3 (7º e 8º ano)
67;2021;;;;;;;;;;;;;;;;Escola Pública;1.0;Quartzo;4.94;7.4;3.3;7.5;1.1;8.3;6.1;5.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;1.0;Ágata;6.77;9.0;7.88;Destaque: A sua boa entrega das lições de casa.;5.58;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.92;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.0;5.94;5.0;564.0;138.0;5.0;3.3;7.8;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
68;2020;Escola Pública;1F;Quartzo;5.99;9.0;7.6;Seu destaque em 2020: A sua boa entrega das lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.0;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.19;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.6;1.0;7.55;Destaque: A sua boa entrega das lições de casa.;7.88;Destaque: As suas boas notas na Passos Mágicos.;8.5;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;5.63;5.0;272.0;76.0;3.0;9.6;6.2;;2.0;Promovido de Fase + Bolsa;Mantido na Fase atual;;;Sim;Sim;Fase 1 (4º ano)
70;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Topázio;8.21;1.0;8.83;Destaque: A sua boa entrega das lições de casa.;6.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.61;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.67;10.0;84.0;10.0;2.0;7.0;6.0;;3.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Sim;Fase 2 (5º e 6º ano)
71;2019;Escola Pública;0A;Ametista;7.55;8.5;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.75;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;2.5;5.0;5;Não;Escola Pública;0.0;#NULO!;;7.4;0.0;5.0;3.6;0.0;0.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;#NULO!;Nível 2 (5o e 6o ano);-2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.73;7.5;8.6;Destaque: A sua boa entrega das lições de casa.;8.83;Destaque: As suas boas notas na Passos Mágicos.;8.08;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.13;5.63;5.0;227.0;62.0;5.0;9.2;8.5;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 1 (4º ano)
73;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;4.0;Ágata;6.71;8.33;6.99;Melhorar: Melhorar a sua entrega de lições de casa.;6.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.29;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.72;5.0;586.0;54.0;13.0;4.0;7.0;8.5;4.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;Fase 6 (2º EM)
74;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;4.0;Ágata;6.68;7.92;6.25;Melhorar: Melhorar a sua entrega de lições de casa.;6.11;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.42;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.88;7.5;5.0;593.0;55.0;10.0;4.7;6.7;7.0;4.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;Fase 5 (1º EM)
75;2019;Rede Decisão/União;3L;Topázio;9.69;1.0;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;9.75;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.38;1.0;10;Sim;Rede Decisão;4.0;Topázio;9.11;10.0;9.2;7.5;8.5;8.8;9.7;10.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;Nível 3 (7o e 8o ano);1.0;Sim;5.0;Topázio;9.44;1.0;9.66;Destaque: A sua boa entrega das lições de casa.;8.5;Destaque: As suas boas notas na Passos Mágicos.;9.75;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.38;9.22;10.0;1.0;1.0;1.0;7.7;8.0;9.8;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;Fase 3 (7º e 8º ano)
76;2020;Escola Pública;0B;Topázio;8.96;8.92;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;1.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;6.58;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;1.0;10;Não;Escola Pública;1.0;Topázio;8.87;10.0;10.0;7.5;7.6;7.5;9.2;10.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;ALFA  (2o e 3o ano);1.0;Não;1.0;Topázio;8.31;1.0;9.42;Destaque: A sua boa entrega das lições de casa.;7.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.28;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;5.83;10.0;61.0;12.0;1.0;7.3;7.0;;3.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;Fase 1 (4º ano)
77;2021;;;;;;;;;;;;;;;;Escola Pública;0.0;Ametista;7.85;9.5;10.0;7.5;6.4;7.5;8.1;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;Nível 1 (4o ano);-1.0;Não;0.0;Ametista;7.9;1.0;8.24;Destaque: A sua boa entrega das lições de casa.;8.33;Destaque: As suas boas notas na Passos Mágicos.;8.25;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.75;5.63;5.0;169.0;46.0;1.0;8.7;8.0;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
78;2017;Escola Pública;1A;Ametista;7.35;9.5;9.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;5.5;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.67;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.19;7.5;5;Não;Escola Pública;1.0;Ágata;6.34;8.9;9.2;7.5;2.6;7.3;5.6;5.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;1.0;Ametista;7.6;6.92;9.48;Destaque: A sua boa entrega das lições de casa.;7.67;Destaque: As suas boas notas na Passos Mágicos.;7.83;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.67;5.0;271.0;70.0;8.0;7.8;7.5;;3.0;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;Fase 3 (7º e 8º ano)
79;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;3.0;Ametista;7.11;9.58;7.46;Melhorar: Melhorar a sua entrega de lições de casa.;3.67;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.21;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.34;10.0;452.0;55.0;9.0;4.0;4.0;3.0;4.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;Fase 3 (7º e 8º ano)
80;2022;Escola Pública;2N;Ágata;6.5;6.92;9.2;Seu destaque em 2020: A sua boa entrega das lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.44;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.29;7.5;10;Não;;;;;;;;;;;;;;;;;;;Não;2.0;Ágata;6.58;6.83;9.3;Destaque: A sua boa entrega das lições de casa.;4.25;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.5;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.63;6.25;5.0;633.0;110.0;9.0;3.0;5.5;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
81;2019;Escola Pública;4L;Ametista;7.39;5.42;8.8;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;9.11;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.13;7.5;5;Sim;Rede Decisão;5.0;Ágata;6.19;6.3;5.8;2.5;6.5;8.1;7.7;5.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;Nível 6 (2o EM);-1.0;Sim;6.0;Ametista;7.47;8.33;7.4;Melhorar: Melhorar a sua entrega de lições de casa.;6.66;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.83;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.13;7.5;5.0;327.0;10.0;10.0;9.0;3.1;7.8;4.0;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase;Não;Sim;Fase 7 (3º EM)
82;2020;Escola Pública;0D;Ametista;7.95;8.5;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.33;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.88;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;2016;Rede Decisão/União;4B;Ametista;8.16;9.17;9.4;Seu destaque em 2020: A sua boa entrega das lições de casa.;5.33;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;9.17;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.96;5.63;10;Sim;Rede Decisão;5.0;Ágata;5.99;6.7;6.4;3.8;3.0;7.3;6.7;10.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;Nível 5 (1o EM);0.0;Sim;5.0;Ametista;7.2;7.92;7.82;Destaque: A sua boa entrega das lições de casa.;6.8;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.75;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.88;5.0;429.0;27.0;3.0;4.7;7.3;8.4;3.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;;Não;Não;Fase 6 (2º EM)
84;2021;Escola Pública;0B;Topázio;8.75;9.0;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.0;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;1.0;10;Não;Escola Pública;1.0;Ametista;7.87;3.5;10.0;7.5;6.8;7.5;8.3;10.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 1 (4o ano);0.0;Não;1.0;Ametista;7.5;9.0;8.84;Destaque: A sua boa entrega das lições de casa.;6.25;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.44;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.46;5.0;309.0;81.0;6.0;6.8;5.7;;3.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Sim;Fase 2 (5º e 6º ano)
85;2019;Escola Pública;0D;Ágata;7.26;9.5;9.9;Seu destaque em 2020: A sua boa entrega das lições de casa.;1.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;6.67;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;2.5;2.5;5;Não;Escola Pública;0.0;Ágata;6.65;9.5;6.7;6.3;6.9;4.7;7.0;5.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;Nível 2 (5o e 6o ano);-2.0;Não;1.0;Ametista;7.74;9.5;9.74;Destaque: A sua boa entrega das lições de casa.;7.58;Destaque: As suas boas notas na Passos Mágicos.;8.83;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.0;5.63;5.0;218.0;56.0;1.0;7.3;7.8;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Sim;Fase 2 (5º e 6º ano)
86;2019;Escola Pública;6A;Quartzo;5.69;8.33;4.9;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;3.67;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;5.71;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
